BRISONr;Year;Location;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Fusarium;Septoria;Powdery_mildew;Leaf_rust;Stripe_rust;Crude_protein;Sedimentation
BRISONr_118;2019;GGE;HN_WF_DD;B1;295;314;146;NA;100;47.22795005;NA;1;1;2;2;16.0571267;43
BRISONr_110;2019;GGE;HN_WF_DD;B1;295;314;150;NA;95;42.43663232;NA;1;1;3;1;16.02308559;43
BRISONr_166;2019;GGE;HN_WF_DD;B1;295;314;147;NA;110;46.69398669;NA;2;3;1;1;16.29096045;28
BRISONr_80;2019;GGE;HN_WF_DD;B1;295;314;148;NA;100;58.99604275;NA;1;2;3;1;14.18764172;29
BRISONr_158;2019;GGE;HN_WF_DD;B1;295;314;149;NA;95;46.68258764;NA;2;1;2;1;17.88544018;44
BRISONr_225;2019;GGE;HN_WF_DD;B1;295;314;146;NA;85;135.47443;NA;1;1;1;1;14.65744921;50
BRISONr_47;2019;GGE;HN_WF_DD;B1;295;314;146;NA;85;51.26024789;NA;1;1;1;1;14.8985426;48
BRISONr_143;2019;GGE;HN_WF_DD;B1;295;314;146;NA;100;51.88570156;NA;1;1;3;1;15.2113867;43
BRISONr_27;2019;GGE;HN_WF_DD;B1;295;314;146;NA;85;51.83144173;NA;2;2;1;1;15.43287827;25
BRISONr_207;2019;GGE;HN_WF_DD;B1;295;314;144;NA;90;62.62738887;NA;1;2;1;1;14.13979707;42
BRISONr_124;2019;GGE;HN_WF_DD;B1;295;314;150;NA;90;50.33451665;NA;1;2;1;1;15.35617214;36
BRISONr_169;2019;GGE;HN_WF_DD;B1;295;314;147;NA;105;50.78407833;NA;2;1;1;1;15.81235828;40
BRISONr_20;2019;GGE;HN_WF_DD;B1;295;314;150;NA;85;43.6989417;NA;1;3;2;1;15.97187852;47
BRISONr_226;2019;GGE;HN_WF_DD;B1;295;314;145;NA;90;56.24124049;NA;2;1;3;1;15.46569179;40
BRISONr_162;2019;GGE;HN_WF_DD;B1;295;314;151;NA;95;39.19061083;NA;1;3;2;1;16.07303371;45
BRISONr_71;2019;GGE;HN_WF_DD;B1;295;314;149;NA;90;58.3792726;NA;1;2;1;1;15.05073281;35
BRISONr_176;2019;GGE;HN_WF_DD;B1;295;314;145;NA;105;29.43834997;NA;1;3;1;1;8.475535513;17
BRISONr_92;2019;GGE;HN_WF_DD;B1;295;314;147;NA;90;51.59300691;NA;1;2;4;1;15.52954545;31
BRISONr_92;2019;GGE;HN_WF_DD;B2;295;314;147;NA;90;49.25232342;NA;1;2;3;1;15.57784091;30
BRISONr_56;2019;GGE;HN_WF_DD;B2;295;314;148;NA;85;50.79157187;NA;2;2;1;1;8.786020293;21
BRISONr_131;2019;GGE;HN_WF_DD;B2;295;314;147;NA;95;48.1004929;NA;1;4;1;1;15.48185941;43
BRISONr_138;2019;GGE;HN_WF_DD;B2;295;314;148;NA;95;52.32686366;NA;3;3;1;1;16.31264108;68
BRISONr_222;2019;GGE;HN_WF_DD;B2;295;314;147;NA;85;49.40781678;NA;2;1;2;1;15.07826577;60
BRISONr_38;2019;GGE;HN_WF_DD;B2;295;314;146;NA;85;49.26243697;NA;1;3;1;1;15.04433221;45
BRISONr_134;2019;GGE;HN_WF_DD;B2;295;314;144;NA;95;53.8756142;NA;1;2;2;1;15.51351351;50
BRISONr_176;2019;GGE;HN_WF_DD;B2;295;314;145;NA;105;45.26810876;NA;4;1;3;1;15.27001127;53
BRISONr_54;2019;GGE;HN_WF_DD;B2;295;314;146;NA;90;37.77982903;NA;3;3;1;1;15.54293785;36
BRISONr_162;2019;GGE;HN_WF_DD;B2;295;314;150;NA;95;44.69207452;NA;3;3;1;1;15.9741573;42
BRISONr_99;2019;GGE;HN_WF_DD;B2;295;314;143;NA;90;43.21188339;NA;1;1;2;1;16.1779661;41
BRISONr_96;2019;GGE;HN_WF_DD;B2;295;314;148;NA;90;43.79785502;NA;1;2;2;1;15.52265006;48
BRISONr_166;2019;GGE;HN_WF_DD;B2;295;314;147;NA;105;102.350822;NA;1;3;1;1;15.12033898;26
BRISONr_110;2019;GGE;HN_WF_DD;B2;295;314;149;NA;85;42.33821983;NA;1;1;2;1;15.87837838;43
BRISONr_207;2019;GGE;HN_WF_DD;B2;295;314;143;NA;85;49.46737322;NA;2;2;2;1;14.63923337;45
BRISONr_169;2019;GGE;HN_WF_DD;B2;295;314;146;NA;100;45.52614209;NA;2;2;1;1;16.66099773;40
BRISONr_158;2019;GGE;HN_WF_DD;B2;295;314;150;NA;105;42.48562094;NA;3;2;1;1;18.04006772;44
BRISONr_188;2019;GGE;HN_WF_DD;B2;295;314;144;NA;80;43.55898028;NA;1;2;1;1;15.73386183;45
BRISONr_104;2019;GGE;HN_WF_DD;B2;295;314;147;NA;95;48.06868798;NA;2;1;1;1;15.63600451;41
BRISONr_213;2019;GGE;HN_WF_DD;B2;295;314;143;NA;95;48.00498168;NA;3;1;1;1;15.78531073;48
BRISONr_20;2019;GGE;HN_WF_DD;B2;295;314;146;NA;75;35.29722795;NA;2;1;2;1;15.77559055;48
BRISONr_225;2019;GGE;HN_WF_DD;B2;295;314;145;NA;85;48.33263932;NA;2;1;1;1;15.4469526;51
BRISONr_228;2019;GGE;HN_WF_DD;B2;295;314;146;NA;90;49.83024663;NA;3;1;1;1;15.3380521;53
BRISONr_50;2019;GGE;HN_WF_DD;B2;295;314;148;NA;80;40.38313049;NA;4;1;3;1;17.52702703;58
BRISONr_?;2019;GGE;HN_WF_DD;B2;295;314;147;NA;85;53.37234099;NA;2;2;1;1;NA;NA
BRISONr_205;2019;GGE;HN_WF_DD;B2;295;314;143;NA;90;42.62662404;NA;3;4;1;1;16.04433221;43
BRISONr_47;2019;GGE;HN_WF_DD;B2;295;314;146;NA;85;51.76431421;NA;2;1;1;1;14.48710762;51
BRISONr_224;2019;GGE;HN_WF_DD;B2;295;314;148;NA;85;56.53546804;NA;4;1;1;1;15.10698198;45
BRISONr_227;2019;GGE;HN_WF_DD;B2;295;314;147;NA;85;60.15173734;NA;3;3;1;1;14.39752252;41
BRISONr_221;2019;GGE;HN_WF_DD;B2;295;314;148;NA;90;54.38784405;NA;3;1;1;1;15.36450168;45
BRISONr_26;2019;GGE;HN_WF_DD;B2;295;314;149;NA;105;54.17298437;NA;3;1;1;1;15.79853273;36
BRISONr_71;2019;GGE;HN_WF_DD;B2;295;314;149;NA;85;65.20137301;NA;3;1;1;1;13.43968433;31
BRISONr_69;2019;GGE;HN_WF_DD;B2;295;314;148;NA;95;60.81356107;NA;3;2;1;1;14.42129105;25
BRISONr_124;2019;GGE;HN_WF_DD;B2;295;314;147;NA;85;47.20353609;NA;3;1;3;1;16.42865232;35
BRISONr_223;2019;GGE;HN_WF_DD;B2;295;314;147;NA;90;47.70222523;NA;2;2;1;1;15.24604966;33
BRISONr_126;2019;GGE;HN_WF_DD;B2;295;314;147;NA;85;39.09564571;NA;2;2;1;3;17.44825647;38
BRISONr_153;2019;GGE;HN_WF_DD;B2;295;314;148;NA;95;46.97234365;NA;3;2;1;1;15.36547085;42
BRISONr_80;2019;GGE;HN_WF_DD;B2;295;314;149;NA;90;59.2352555;NA;1;1;1;2;14.11507937;30
BRISONr_121;2019;GGE;HN_WF_DD;B2;295;314;147;NA;90;51.939503620000004;NA;2;2;1;1;15.13261851;44
BRISONr_118;2019;GGE;HN_WF_DD;B2;295;314;148;NA;90;59.32248416;NA;1;1;3;1;15.18438914;42
BRISONr_143;2019;GGE;HN_WF_DD;B2;295;314;147;NA;105;58.32703458;NA;2;2;1;1;14.95941375;40
BRISONr_160;2019;GGE;HN_WF_DD;B2;295;314;152;NA;95;49.84226677;NA;2;2;1;1;15.79642058;44
BRISONr_223;2019;GGE;HN_WF_DD;B2;295;314;146;NA;95;52.80122956;NA;2;1;3;1;15.24604966;33
BRISONr_31;2019;GGE;HN_WF_DD;B2;295;314;148;NA;75;51.71675925;NA;3;2;1;1;14.58906426;26
BRISONr_226;2019;GGE;HN_WF_DD;B2;295;314;143;NA;85;47.94407471;NA;3;1;1;1;16.51799775;41
BRISONr_164;2019;GGE;HN_WF_DD;B2;295;314;146;NA;95;40.05338364;NA;3;1;3;1;19.32187148;52
BRISONr_145;2019;GGE;HN_WF_DD;B2;295;314;147;NA;85;43.23997294;NA;4;1;2;1;18.02805836;45
BRISONr_102;2019;GGE;HN_WF_DD;B2;295;314;145;NA;90;41.07251711;NA;3;2;2;1;17.11738149;45
BRISONr_67;2019;GGE;HN_WF_DD;B2;295;314;146;NA;85;49.81104766;NA;4;1;1;1;16.01245753;42
BRISONr_27;2019;GGE;HN_WF_DD;B2;295;314;146;NA;80;40.55143613;NA;4;2;1;1;17.32764505;31
BRISONr_59;2019;GGE;HN_WF_DD;B2;295;314;147;NA;85;50.86861756;NA;2;1;2;1;15.61875;38
BRISONr_114;2019;GGE;HN_WF_DD;B2;295;314;147;NA;95;37.18996752;NA;5;3;1;1;18.17707151;42
BRISONr_158;2019;GGE;HN_WF_DD;B2;295;314;149;NA;90;37.81174177;NA;4;3;1;1;18.04006772;44
